"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","On the success path, clear the oauth_state cookie (MaxAge=-1) right before setting the token cookie.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s01 - Fix OAuth state CSRF — validate state in Google callback",""
"","","components/deploy/state_machine.go — define DeploymentState type + stateMachine with valid transitions","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
"","","Dashboard checklist card with progress tracking","","","passed","","","e22 - Developer Experience","e22s01 - Onboarding checklist UI",""
"","","Detect pom.xml or build.gradle in repo root","","","passed","","","e81 - Multi-Language Deploy — Rust, PHP, Java, Ruby","e81s03 - Java runtime support",""
"","","Scope results to the caller's org: reject queries whose target tables carry an org_id column unless an org filter is enforced; simplest concrete form — wrap the user query as SELECT * FROM (<q>) WHERE org_id = ? when the result set exposes org_id, else allow only sqlite_master/PRAGMA introspection.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s03 - Restrict /api/sql to admin and scope to caller's org",""
"","","bigbase backup/restore CLI and POST /api/backup, /api/restore","","","passed","","","e20 - Platform Operations","e20s01 - Backup and restore CLI and API",""
"","","Java CI template in get_ci_template(app_type='java')","","","passed","","","e81 - Multi-Language Deploy — Rust, PHP, Java, Ruby","e81s03 - Java runtime support",""
"","","Add WebSocket endpoint GET /api/deployments/:id/logs/stream that streams build log lines in real-time as the build progresses","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s01 - Real-time log streaming — WebSocket endpoint for build logs",""
"","","Register get_deploy_status tool — check deployment status and details","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s03 - Deploy Workflow Tools — repo listing, deploy trigger, status, logs",""
"","","React 19 + Vite SPA served at /admin/","","","passed","","","e05 - Admin UI — Dashboard","e05s01 - SPA admin dashboard with collection browser",""
"","","Create contract test for /api/auth/register and /api/auth/login response shapes","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","Serve HTTPS for custom domains with provisioned certs","","","passed","","","e46 - Infra — Custom Domains & Auto SSL","e46s02 - Auto SSL via Let's Encrypt (ACME)",""
"","","Verified test PR #37 receives PR-Agent review with DeepSeek","","","passed","","","e55 - DX — Automated PR Code Review via PR-Agent + DeepSeek","e55s03 - Validate end-to-end: open test PR and confirm review appears",""
"","","Crash-loop trip: status→failed, UnregisterDeploymentHost(host), emit deploy.crash_looped with remediation hint","","","passed","","","e53 - Deploy — Process Supervisor (Runner/Instance seam)","e53s03 - Supervisor restart loop — crash → respawn; crash-loop → failed + de-register + event",""
"","","GET /api/monitoring/metrics/prometheus — manual text format, export bigbase_* counters/gauges","","","passed","","","e24 - Wire Observability","e24s04 - Prometheus metrics export",""
"","","Integrate manifest into deploy flow — check bigbase.yaml before falling back to auto-detection","","","passed","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s01 - Manifest parsing — detect bigbase.yaml in repo root, extract config",""
"","","Add New Relic infrastructure agent install to VPS setup script","","","passed","","","e54 - New Relic Integration — Application and Server Monitoring","e54s04 - VPS Infrastructure Agent + MCP Access",""
"","","Create custom_domains table and CRUD API","","","passed","","","e46 - Infra — Custom Domains & Auto SSL","e46s01 - Custom domain mapping and verification",""
"","","Register sends verification email; verify-email endpoint","","","passed","","","e19 - Security Hardening","e19s02 - Email verification flow",""
"","","Integration test — full lifecycle + restart cycle","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
"","","In handleGoogleOAuth (~599): after generateID(), set cookie oauth_state = signState(state, a.secret) with HttpOnly, Path=/, SameSite=Lax, Secure=(r.TLS!=nil), MaxAge=600; keep sending the raw state in the Google URL.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s01 - Fix OAuth state CSRF — validate state in Google callback",""
"","","Add WebSocket streaming support to useBuildLogs hook","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s03 - Terminal-style live log viewer in admin UI",""
"","","Initialize newrelic.Application in main.go serve command with env var mapping","","","passed","","","e54 - New Relic Integration — Application and Server Monitoring","e54s01 - New Relic Go Agent Initialization",""
"","","GET /api/monitoring/events SSE and","","","passed","","","e22 - Developer Experience","e22s03 - Event Bus visualizer",""
"","","Add build/ check in resumeCandidates for SvelteKit static resume","","","passed","","","e37 - SvelteKit Deployment — static (adapter-static) & SSR (adapter-node)","e37s01 - SvelteKit static and SSR deployment from git repos",""
"","","ws:// endpoint subscribes to collection mutations","","","passed","","","e11 - Realtime — WebSocket & Event Broadcast","e11s01 - WebSocket subscriptions with mutation event broadcasting",""
